run_id,workload,block_id,sequence_index,timestamp,timestamp_ns,checkpoint,variant,raw_elapsed_ns,operations_per_run,ns_per_operation,result,cpu_affinity,control_candidate_role
p7-p9-v2-6ae9e1f,P7,block-000,1,2026-08-22T16:24:04.371395+00:00,1787415844371426919,C,O0,2510901,4096,613.012939453125,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-000,2,2026-08-22T16:24:04.374151+00:00,1787415844374169936,C,O2,2674929,4096,653.058837890625,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-000,3,2026-08-22T16:24:04.376777+00:00,1787415844376793665,C,O3,2564430,4096,626.08154296875,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-000,4,2026-08-22T16:24:04.379681+00:00,1787415844379701590,H4,O0,2788507,4096,680.787841796875,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-000,5,2026-08-22T16:24:04.382235+00:00,1787415844382321280,H4,O1,2489572,4096,607.8056640625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-000,6,2026-08-22T16:24:04.385227+00:00,1787415844385245464,H5,O0,2861675,4096,698.651123046875,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-000,7,2026-08-22T16:24:04.387885+00:00,1787415844387904993,H5,O1,2595560,4096,633.681640625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-001,8,2026-08-22T16:24:04.390509+00:00,1787415844390525872,C,O2,2555280,4096,623.84765625,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-001,9,2026-08-22T16:24:04.393103+00:00,1787415844393120032,C,O3,2536911,4096,619.363037109375,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-001,10,2026-08-22T16:24:04.395894+00:00,1787415844395913839,H4,O0,2732168,4096,667.033203125,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-001,11,2026-08-22T16:24:04.398549+00:00,1787415844398567157,H4,O1,2591789,4096,632.760986328125,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-001,12,2026-08-22T16:24:04.401352+00:00,1787415844401374954,H5,O0,2670519,4096,651.982177734375,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-001,13,2026-08-22T16:24:04.403883+00:00,1787415844403987553,H5,O1,2466121,4096,602.080322265625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-001,14,2026-08-22T16:24:04.406487+00:00,1787415844406503174,C,O0,2380413,4096,581.155517578125,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-002,15,2026-08-22T16:24:04.408928+00:00,1787415844408944336,C,O3,2379043,4096,580.821044921875,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-002,16,2026-08-22T16:24:04.411622+00:00,1787415844411640214,H4,O0,2636969,4096,643.791259765625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-002,17,2026-08-22T16:24:04.414137+00:00,1787415844414153635,H4,O1,2457962,4096,600.08837890625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-002,18,2026-08-22T16:24:04.416613+00:00,1787415844416632117,H5,O0,2417833,4096,590.291259765625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-002,19,2026-08-22T16:24:04.418662+00:00,1787415844418681125,H5,O1,1988819,4096,485.551513671875,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-002,20,2026-08-22T16:24:04.420671+00:00,1787415844420690764,C,O0,1950060,4096,476.0888671875,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-002,21,2026-08-22T16:24:04.422824+00:00,1787415844422843191,C,O2,2084678,4096,508.95458984375,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-003,22,2026-08-22T16:24:04.425183+00:00,1787415844425222394,H4,O0,2295305,4096,560.377197265625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-003,23,2026-08-22T16:24:04.427460+00:00,1787415844427481238,H4,O1,2192426,4096,535.26025390625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-003,24,2026-08-22T16:24:04.429795+00:00,1787415844429812582,H5,O0,2262095,4096,552.269287109375,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-003,25,2026-08-22T16:24:04.431864+00:00,1787415844431881780,H5,O1,2013449,4096,491.564697265625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-003,26,2026-08-22T16:24:04.433975+00:00,1787415844433990207,C,O0,2052588,4096,501.1201171875,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-003,27,2026-08-22T16:24:04.436091+00:00,1787415844436106434,C,O2,2061928,4096,503.400390625,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-003,28,2026-08-22T16:24:04.438327+00:00,1787415844438342860,C,O3,2180506,4096,532.35009765625,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-004,29,2026-08-22T16:24:04.440784+00:00,1787415844440802518,H4,O1,2397088,4096,585.2265625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-004,30,2026-08-22T16:24:04.443384+00:00,1787415844443403417,H5,O0,2541651,4096,620.520263671875,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-004,31,2026-08-22T16:24:04.445773+00:00,1787415844445794280,H5,O1,2325194,4096,567.67431640625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-004,32,2026-08-22T16:24:04.448165+00:00,1787415844448182503,C,O0,2295154,4096,560.34033203125,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-004,33,2026-08-22T16:24:04.450742+00:00,1787415844450760403,C,O2,2517251,4096,614.563232421875,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-004,34,2026-08-22T16:24:04.454254+00:00,1787415844454277212,C,O3,3437180,4096,839.1552734375,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-004,35,2026-08-22T16:24:04.456815+00:00,1787415844456832073,H4,O0,2494331,4096,608.967529296875,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-005,36,2026-08-22T16:24:04.459171+00:00,1787415844459189566,H5,O0,2292925,4096,559.796142578125,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-005,37,2026-08-22T16:24:04.461607+00:00,1787415844461626308,H5,O1,2377783,4096,580.513427734375,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-005,38,2026-08-22T16:24:04.463759+00:00,1787415844463774755,C,O0,2093327,4096,511.066162109375,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-005,39,2026-08-22T16:24:04.466147+00:00,1787415844466164278,C,O2,2333523,4096,569.707763671875,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-005,40,2026-08-22T16:24:04.468597+00:00,1787415844468613250,C,O3,2391732,4096,583.9189453125,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-005,41,2026-08-22T16:24:04.471009+00:00,1787415844471027182,H4,O0,2357764,4096,575.6259765625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-005,42,2026-08-22T16:24:04.473363+00:00,1787415844473381066,H4,O1,2288714,4096,558.76806640625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-006,43,2026-08-22T16:24:04.475721+00:00,1787415844475739149,H5,O1,2296945,4096,560.777587890625,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-006,44,2026-08-22T16:24:04.478012+00:00,1787415844478029743,C,O0,2233575,4096,545.306396484375,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-006,45,2026-08-22T16:24:04.480296+00:00,1787415844480312218,C,O2,2226876,4096,543.6708984375,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-006,46,2026-08-22T16:24:04.482450+00:00,1787415844482466284,C,O3,2099887,4096,512.667724609375,3615354,taskset -c 0,control
p7-p9-v2-6ae9e1f,P7,block-006,47,2026-08-22T16:24:04.484864+00:00,1787415844484882867,H4,O0,2359504,4096,576.05078125,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-006,48,2026-08-22T16:24:04.487142+00:00,1787415844487159762,H4,O1,2218236,4096,541.5615234375,3615354,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P7,block-006,49,2026-08-22T16:24:04.489672+00:00,1787415844489690202,H5,O0,2473401,4096,603.857666015625,3615354,taskset -c 0,candidate
