run_id,block_id,sequence_index,measurement_index,timestamp,timestamp_ns,checkpoint,variant,fixture,raw_elapsed_ns,parses,ns_per_parse,cpu_affinity,control_candidate_role
p1-v2-primary-3716b0b-retry,block-005,123,10,2026-08-22T16:21:35.719888+00:00,1787415695719907725,H4,O1,tiny_03_pair,71306648,10000,7130.6648,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-005,124,10,2026-08-22T16:21:35.793531+00:00,1787415695793548300,H5,O1,tiny_03_pair,73582266,10000,7358.2266,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-005,125,11,2026-08-22T16:21:35.867178+00:00,1787415695867197361,H5,O1,tiny_03_pair,73590992,10000,7359.0992,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-005,126,11,2026-08-22T16:21:35.936687+00:00,1787415695936703851,H4,O1,tiny_03_pair,69451501,10000,6945.1501,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-006,127,12,2026-08-22T16:21:35.938150+00:00,1787415695938164668,C,O2,tiny_03_pair,1405908,10000,140.5908,taskset -c 0,control
p1-v2-primary-3716b0b-retry,block-006,128,12,2026-08-22T16:21:36.009495+00:00,1787415696009511676,H4,O1,tiny_03_pair,71285049,10000,7128.5049,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-006,129,12,2026-08-22T16:21:36.080598+00:00,1787415696080615096,H5,O1,tiny_03_pair,71047771,10000,7104.7771,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-006,130,13,2026-08-22T16:21:36.151535+00:00,1787415696151553614,H5,O1,tiny_03_pair,70882249,10000,7088.2249,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-006,131,13,2026-08-22T16:21:36.225854+00:00,1787415696225871461,H4,O1,tiny_03_pair,74262087,10000,7426.2087,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-006,132,13,2026-08-22T16:21:36.227173+00:00,1787415696227185310,C,O2,tiny_03_pair,1243080,10000,124.308,taskset -c 0,control
p1-v2-primary-3716b0b-retry,block-007,133,14,2026-08-22T16:21:36.297020+00:00,1787415696297037075,H4,O1,tiny_03_pair,69792536,10000,6979.2536,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-007,134,14,2026-08-22T16:21:36.367504+00:00,1787415696367523961,H5,O1,tiny_03_pair,70426687,10000,7042.6687,taskset -c 0,candidate
p1-v2-primary-3716b0b-retry,block-007,135,15,2026-08-22T16:21:36.438909+00:00,1787415696438927252,H5,O1,tiny_03_pair,71346462,10000,7134.6462,taskset -c 0,candidate
