run_id,workload,block_id,sequence_index,timestamp,timestamp_ns,checkpoint,variant,raw_elapsed_ns,operations_per_run,ns_per_operation,result,cpu_affinity,control_candidate_role
p7-p9-v2-6ae9e1f,P9,block-000,1,2026-08-22T16:24:11.986446+00:00,1787415851986473139,C,O0,5465645,1024,5337.5439453125,44,taskset -c 0,control
p7-p9-v2-6ae9e1f,P9,block-000,2,2026-08-22T16:24:11.991542+00:00,1787415851991572280,C,O2,5005112,1024,4887.8046875,44,taskset -c 0,control
p7-p9-v2-6ae9e1f,P9,block-000,3,2026-08-22T16:24:11.997045+00:00,1787415851997073315,C,O3,5246269,1024,5123.3095703125,44,taskset -c 0,control
p7-p9-v2-6ae9e1f,P9,block-000,4,2026-08-22T16:24:12.001167+00:00,1787415852001196260,H4,O0,4030858,1024,3936.384765625,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-000,5,2026-08-22T16:24:12.005393+00:00,1787415852005423550,H4,O1,4133402,1024,4036.525390625,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-000,6,2026-08-22T16:24:12.009165+00:00,1787415852009193366,H5,O0,3677258,1024,3591.072265625,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-000,7,2026-08-22T16:24:12.012943+00:00,1787415852012972833,H5,O1,3692958,1024,3606.404296875,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-001,8,2026-08-22T16:24:12.018927+00:00,1787415852018953750,C,O2,5886189,1024,5748.2314453125,44,taskset -c 0,control
p7-p9-v2-6ae9e1f,P9,block-001,9,2026-08-22T16:24:12.024554+00:00,1787415852024580492,C,O3,5334322,1024,5209.298828125,44,taskset -c 0,control
p7-p9-v2-6ae9e1f,P9,block-001,10,2026-08-22T16:24:12.028486+00:00,1787415852028514251,H4,O0,3844460,1024,3754.35546875,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-001,11,2026-08-22T16:24:12.032274+00:00,1787415852032302197,H4,O1,3700777,1024,3614.0400390625,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-001,12,2026-08-22T16:24:12.036040+00:00,1787415852036071179,H5,O0,3678773,1024,3592.5517578125,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-001,13,2026-08-22T16:24:12.040028+00:00,1787415852040057807,H5,O1,3887980,1024,3796.85546875,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-001,14,2026-08-22T16:24:12.045107+00:00,1787415852045134238,C,O0,4785636,1024,4673.47265625,44,taskset -c 0,control
p7-p9-v2-6ae9e1f,P9,block-002,15,2026-08-22T16:24:12.049539+00:00,1787415852049568134,C,O3,4331967,1024,4230.4365234375,44,taskset -c 0,control
p7-p9-v2-6ae9e1f,P9,block-002,16,2026-08-22T16:24:12.054182+00:00,1787415852054234417,H4,O0,4552664,1024,4445.9609375,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-002,17,2026-08-22T16:24:12.057645+00:00,1787415852057670243,H4,O1,3351288,1024,3272.7421875,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-002,18,2026-08-22T16:24:12.062275+00:00,1787415852062301961,H5,O0,4541339,1024,4434.9013671875,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-002,19,2026-08-22T16:24:12.065628+00:00,1787415852065653239,H5,O1,3271109,1024,3194.4423828125,44,taskset -c 0,candidate
p7-p9-v2-6ae9e1f,P9,block-002,20,2026-08-22T16:24:12.070561+00:00,1787415852070590852,C,O0,4849244,1024,4735.58984375,44,taskset -c 0,control
p7-p9-v2-6ae9e1f,P9,block-002,21,2026-08-22T16:24:12.074667+00:00,1787415852074696699,C,O2,3925829,1024,3833.8173828125,44,taskset -c 0,control
